# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466380.bam" "SRR24466381.bam" "SRR24466382.bam" "SRR24466389.bam" "SRR24466390.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466380.bam	SRR24466381.bam	SRR24466382.bam	SRR24466389.bam	SRR24466390.bam	SRR24466391.bam
YHR005C-A	VIII	115620	115901	-	282	8118	10431	9754	15322	12543	9055
YHR193C-A	VIII	488653	489027	-	375	4	1	4	26	11	5
YHR007C	VIII	120091	121683	-	1593	17320	14948	5246	23788	9199	7962
YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0	0
YHR212W-A	VIII	538742	538945	+	204	0	0	0	0	0	0
YHR184W	VIII	472744	474459	+	1716	178	329	366	338	269	177
YHR132C	VIII	368502	369794	-	1293	4899	6382	3090	10775	5978	5610
YHR182C-A	VIII	470939	471412	-	474	3	0	0	0	2	0
YHR025W	VIII	159438	160511	+	1074	2126	2403	965	12478	2712	6542
YHR055C	VIII	214533	214718	-	186	44087	63155	46561	56985	70303	18816
YHR073W	VIII	242582	245572	+	2991	1579	2503	1646	5889	2882	2975
YHL015W-A	VIII	74699	74782	+	84	2	2	4	7	0	11
YHR064C	VIII	225525	227141	-	1617	6864	8016	5233	24327	6451	14063
YHL041W	VIII	17392	17841	+	450	5	4	2	19	10	2
YHR143W	VIII	385510	386487	+	978	6888	8924	3205	13549	11053	10146
YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0	0
YHL047C	VIII	8351	10213	-	1863	1024	1287	1234	2826	2656	1648
YHR175W-A	VIII	453558	453707	+	150	248	222	104	486	201	263
YHR003C	VIII	110028	111317	-	1290	907	1635	1181	3187	1740	1856
YHL032C	VIII	36379	38508	-	2130	1344	1741	1311	5840	3012	2875
YHR154W	VIII	402966	406178	+	3213	811	778	525	2333	549	1438
YHR031C	VIII	170799	172970	-	2172	678	746	445	2028	827	1178
YHL042W	VIII	15667	16119	+	453	61	132	74	238	163	113
YHR022C-A	VIII	151217	151306	-	90	10	14	15	35	14	45
YHR180C-B	VIII	466958	467062	-	105	18	25	20	16	25	10
YHR106W	VIII	325598	326626	+	1029	697	1221	862	2567	1452	1169
YHR186C	VIII	475999	480672	-	4674	722	1004	666	2399	1231	1269
YHL029C	VIII	45929	47968	-	2040	837	957	474	2197	1084	1316
YHR048W	VIII	204607	206151	+	1545	109	183	64	267	197	115
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	29058	38517	32380	42250	37878	24143
YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0	0
YHR035W	VIII	178219	180111	+	1893	149	279	171	850	410	367
YHR165C	VIII	429707	436948	-	7242	1147	1758	2136	5010	2899	2635
YHL006C	VIII	98343	98795	-	453	184	231	191	456	231	226
YHL025W	VIII	54851	55849	+	999	1833	2614	1925	6307	2766	3314
YHR172W	VIII	448335	450806	+	2472	353	399	339	1216	384	676
YHR002W	VIII	108812	109885	+	1074	522	688	615	1979	1523	1389
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	1405	2043	1802	6867	3622	3395
RUF5-2	VIII	214407	215116	+	710	18	30	35	19	46	14
YHR079C	VIII	258244	261591	-	3348	1373	2065	1124	2781	1932	1524
YHR169W	VIII	442181	443476	+	1296	248	291	142	791	145	449
YHR054C	VIII	213185	214249	-	1065	276	225	120	685	206	179
YHR065C	VIII	227532	229037	-	1506	755	796	712	2500	634	1610
YHR088W	VIII	281495	282382	+	888	402	461	356	1474	323	1264
tH(GUG)H	VIII	62755	62826	+	72	33	42	22	3	18	25
YHR093W	VIII	289142	289690	+	549	12	2	12	97	2	39
YHL036W	VIII	26241	27881	+	1641	621	642	320	1872	799	1057
YHR100C	VIII	314116	314673	-	558	242	354	207	945	397	601
YHR105W	VIII	324766	325410	+	645	195	207	126	627	241	332
YHR056C	VIII	215183	217834	-	2652	735	962	702	2474	1320	1378
YHR135C	VIII	372694	374310	-	1617	2483	2557	1726	7580	2965	4262
YHR180W	VIII	465178	465669	+	492	159	247	144	473	486	250
YHR086W	VIII	278153	279724	+	1572	951	1005	794	3396	1573	2036
YHR146W	VIII	390300	391697	+	1398	4310	4896	4117	12805	5872	5970
YHR195W	VIII	490747	491712	+	966	2510	2893	3240	6730	4096	4388
YHR119W	VIII	346043	349285	+	3243	986	1280	619	3082	1327	1825
YHR033W	VIII	175548	176819	+	1272	523	305	212	1194	271	443
YHR024C	VIII	157744	159192	-	1449	708	967	501	2743	1282	1579
YHL043W	VIII	14901	15413	+	513	3	6	1	9	9	2
YHL039W	VIII	21783	23540	+	1758	574	766	527	2267	742	1785
YHR059W	VIII	220108	220500	+	393	511	661	482	1465	1100	877
YHL048C-A	VIII	5663	5797	-	135	5	10	5	5	0	0
YHR026W	VIII	160844	161485	+	642	14412	14791	8636	24481	14421	14546
YHR160C	VIII	419221	420072	-	852	8	26	20	49	31	14
YHR085W	VIII	276764	277768	+	1005	177	301	203	642	183	489
YHR113W	VIII	336337	337809	+	1473	1616	2693	1601	6808	2842	3023
YHR175W	VIII	452872	453441	+	570	1477	1698	688	4606	1514	1738
YHR148W	VIII	393534	394085	+	552	154	223	101	496	140	455
YHR208W	VIII	517532	518713	+	1182	4540	5689	2003	39959	11444	21288
YHR001W	VIII	106055	107368	+	1314	1187	1697	1260	4432	1948	2313
YHR131C	VIII	365340	367892	-	2553	861	1452	834	2840	1827	1610
YHR049C-A	VIII	207234	207530	-	297	1	8	5	18	9	8
YHR086W-A	VIII	280231	280392	+	162	0	0	0	0	2	0
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	140777	138516	109105	210928	105569	124981
YHR170W	VIII	443828	445384	+	1557	956	992	886	3565	572	2366
YHL021C	VIII	64462	65859	-	1398	2368	3417	6781	19080	8513	8000
YHR078W	VIII	256360	258018	+	1659	1380	1786	1014	2585	1849	1540
YHR007C-A	VIII	122550	122765	-	216	85	148	131	346	150	130
YHL044W	VIII	13565	14272	+	708	233	384	159	938	737	533
YHR214W-A	VIII	543008	543493	+	486	12	24	8	134	36	65
YHR161C	VIII	420373	422286	-	1914	4043	4979	4116	13471	5746	7591
YHR074W	VIII	246193	248337	+	2145	1794	2644	1926	6414	2795	2609
YHR164C	VIII	424610	429178	-	4569	465	705	670	1873	949	973
YHL006W-A	VIII	97732	98085	+	354	8	13	4	60	17	5
YHR204W	VIII	506319	508709	+	2391	1259	1707	761	2652	1660	1742
YHL002C-A	VIII	102587	103075	-	489	4	6	14	23	18	19
YHL030W-A	VIII	39074	39535	+	462	0	0	0	15	4	16
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	27	31	24	10	32	24
YHR163W	VIII	423724	424473	+	750	5854	8377	2704	16701	6019	7758
YHL046C	VIII	11923	12285	-	363	8	9	2	9	6	14
YHR056W-A	VIII	217406	217840	+	435	8	6	6	15	46	18
YHL004W	VIII	99219	100403	+	1185	981	1346	676	3507	1479	1744
YHL009C	VIII	84068	85060	-	993	539	1048	604	2042	1175	1293
YHR138C	VIII	377355	377699	-	345	15750	20415	32387	13926	11120	4724
YHR166C	VIII	437170	439050	-	1881	534	689	469	1874	836	1034
YHR151C	VIII	399268	400848	-	1581	657	759	464	1659	1091	1023
YHL014C	VIII	76097	77314	-	1218	393	802	454	1274	974	738
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	32312	35038	25681	86539	27387	45543
YHR198C	VIII	496315	497280	-	966	860	1206	1185	3934	2066	2353
YHL034C	VIII	33193	34077	-	885	5935	10909	6063	26436	13064	13725
YHR124W	VIII	356561	358444	+	1884	235	350	234	393	376	216
YHR011W	VIII	127780	129120	+	1341	200	367	218	865	512	553
YHR096C	VIII	294669	296447	-	1779	2245	2607	3952	3110	2023	807
YHR185C	VIII	474627	475340	-	714	35	73	70	27	116	52
YHR190W	VIII	484845	486179	+	1335	3971	6466	4690	13245	6784	5945
YHR075C	VIII	248439	249641	-	1203	489	916	630	1616	1051	678
YHR117W	VIII	342349	344268	+	1920	1160	1666	963	4716	1721	2377
YHR109W	VIII	330310	332067	+	1758	199	367	163	877	435	434
YHR207C	VIII	514905	516485	-	1581	1461	2135	1722	4595	2132	1738
YHR132W-A	VIII	370054	370449	+	396	1582	2684	2573	5071	3580	2671
YHR015W	VIII	134554	136533	+	1980	108	170	156	145	275	135
YHL015W	VIII	75412	75777	+	366	64565	75743	64447	204975	57357	88310
YHR090C	VIII	283777	284625	-	849	495	695	634	2164	873	1020
YHR189W	VIII	484028	484600	+	573	134	195	104	633	343	301
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	4655	6244	9409	12282	9363	5720
YHR070C-A	VIII	236102	236512	-	411	1	1	0	3	0	0
YHR108W	VIII	328303	330060	+	1758	2599	3088	1670	9300	3237	4534
YHR006W	VIII	117814	119439	+	1626	1779	2566	1723	6193	2679	2446
YHR147C	VIII	392639	393283	-	645	2212	2977	3866	4679	3650	2892
YHR180W-A	VIII	466932	467114	+	183	3	0	0	4	1	1
YHR092C	VIII	287081	288811	-	1731	1741	31077	27675	15649	38575	7509
YHR080C	VIII	262801	266838	-	4038	1998	2903	2515	5332	3784	2779
YHL045W	VIII	12502	12849	+	348	6	7	2	27	17	14
YHR022C	VIII	149575	150345	-	771	52	58	31	221	183	116
YHL027W	VIII	51111	52988	+	1878	2068	2432	1509	7341	2895	3218
YHL003C	VIII	100648	101883	-	1236	12302	12910	11330	19062	11021	11313
YHR070W	VIII	234881	236380	+	1500	175	306	117	780	201	492
YHR150W	VIII	397251	398990	+	1740	873	1221	628	1676	1188	935
YHR133C	VIII	370722	371597	-	876	3992	4541	2478	4955	3555	3457
YHR215W	VIII	552099	553502	+	1404	194	186	117	724	239	211
YHL020C	VIII	66242	67456	-	1215	1499	1546	809	5526	1764	2309
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	940	1564	714	1822	1944	1152
YHR046C	VIII	197398	198285	-	888	1061	3275	984	4717	3589	3623
YHR095W	VIII	292943	293437	+	495	7	8	5	21	10	14
YHR182W	VIII	468219	470576	+	2358	249	402	242	1244	555	765
YHR098C	VIII	299145	301934	-	2790	2070	3084	1868	8678	3054	4348
YHR145C	VIII	388981	389337	-	357	29	37	34	17	18	12
YHR120W	VIII	349574	352453	+	2880	363	551	305	969	649	636
YHL030W	VIII	40084	45690	+	5607	1098	2817	2832	4807	3715	1588
tV(CAC)H	VIII	475706	475778	-	73	16	16	4	2	7	2
YHR051W	VIII	209705	210151	+	447	1951	2996	4507	7697	3851	3574
YHR130C	VIII	364965	365300	-	336	91	139	108	241	126	116
YHR149C	VIII	394455	396659	-	2205	765	991	419	1393	449	749
YHR127W	VIII	360913	361644	+	732	504	660	373	1640	524	915
YHR194W	VIII	488657	490396	+	1740	1337	1613	1474	3832	4620	3013
YHR213W-A	VIII	540549	540782	+	234	0	0	0	0	0	0
YHR032C-A	VIII	175275	175394	-	120	0	0	1	0	2	4
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	13594	15843	7192	42621	13608	30241
YHR168W	VIII	440377	441933	+	1557	327	403	340	1069	595	546
YHR167W	VIII	439342	440127	+	786	527	660	364	1070	725	611
YHR050W	VIII	207654	209303	+	1650	2618	3194	1946	4932	2828	2504
YHR112C	VIII	334527	335663	-	1137	2532	4226	2428	9383	5538	3138
YHR027C	VIII	161730	164711	-	2982	2960	5790	4317	13490	7588	5720
YHR214C-E	VIII	551200	551499	-	300	4	5	4	7	14	8
YHR214W	VIII	541651	542262	+	612	7	10	2	59	18	29
YHR188C	VIII	482005	483837	-	1833	4012	5170	2352	7238	4016	3213
YHL023C	VIII	59123	62563	-	3441	1277	2192	1532	4047	2140	1969
YHR099W	VIII	302761	313995	+	11235	4184	8414	13822	12944	20492	8074
YHR196W	VIII	491931	493658	+	1728	1122	1609	927	3440	882	2328
YHR177W	VIII	456591	457952	+	1362	59	84	30	189	131	110
YHR174W	VIII	451327	452640	+	1314	105375	194838	86538	672688	203063	242631
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	202	286	183	651	519	448
YHR034C	VIII	176965	177999	-	1035	788	1100	800	1952	965	1147
YHR179W	VIII	462502	463704	+	1203	5446	11464	6683	24249	8803	9808
YHR014W	VIII	132047	132922	+	876	39	93	41	44	117	39
YHR171W	VIII	445713	447605	+	1893	463	754	555	2176	953	1166
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	16	23	3	4	9	13
YHR121W	VIII	352756	353319	+	564	12526	14991	14593	16050	13976	8853
YHR116W	VIII	341665	342120	+	456	217	376	228	1026	589	404
YHR087W	VIII	280820	281155	+	336	6998	5339	6017	19780	5419	5243
YHR176W	VIII	454229	455527	+	1299	222	412	232	1294	466	372
YHR173C	VIII	450815	451153	-	339	8	14	4	40	19	16
YHL010C	VIII	81964	83721	-	1758	485	887	611	1716	1051	923
YHR102W	VIII	316572	319814	+	3243	876	1275	791	2479	1439	1271
YHR063C	VIII	224030	225169	-	1140	2156	3010	2620	8369	3327	3442
YHR050W-A	VIII	209475	209645	+	171	166	289	481	592	485	371
YHR137C-A	VIII	375738	376388	-	651	6	2	10	19	8	6
YHL017W	VIII	70276	71874	+	1599	1486	2013	1278	3690	2221	2062
YHL035C	VIII	27978	32756	-	4779	1842	2719	2307	4025	3303	2880
YHR043C	VIII	192805	193545	-	741	1515	2394	3384	4884	2758	2203
YHR115C	VIII	340109	341359	-	1251	1102	1483	854	4318	1820	2131
YHL007C	VIII	95118	97937	-	2820	2894	3385	1789	6035	3934	3350
YHR018C	VIII	140011	141402	-	1392	15581	18045	10810	78654	27996	48025
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	2040	2881	2163	5322	3967	3047
YHL019C	VIII	67731	69548	-	1818	776	1133	777	3034	1451	1430
YHR061C	VIII	221534	222478	-	945	583	665	402	1544	721	897
tV(AAC)H	VIII	85298	85371	-	74	3	4	0	0	3	1
snR32	VIII	381540	381727	+	188	288	400	440	460	459	538
YHR068W	VIII	232133	233296	+	1164	2574	4418	1755	11244	4307	6072
YHR218W-A	VIII	559932	560249	+	318	0	0	0	1	0	0
YHR037W	VIII	181977	183704	+	1728	1199	2019	1246	4837	2569	2386
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1571	2729	2413	4670	3192	2171
YHR144C	VIII	387788	388726	-	939	270	479	224	963	442	597
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	2421	3045	3085	6626	3904	3595
YHR156C	VIII	411384	412406	-	1023	537	808	671	2351	1027	811
YHR217C	VIII	556581	557042	-	462	0	2	2	12	0	3
YHR036W	VIII	180345	181760	+	1416	471	567	299	1318	881	760
YHR091C	VIII	284839	286770	-	1932	560	959	567	2158	1519	1098
YHR052W	VIII	210848	211978	+	1131	385	714	312	1841	468	1426
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	4037	5036	1669	8657	4733	4001
YHR009C	VIII	124109	125680	-	1572	1325	1956	1226	6599	2714	2833
YHL018W	VIII	69708	70070	+	363	69	85	49	195	105	127
YHL012W	VIII	78936	80417	+	1482	16	23	33	45	41	18
YHR211W	VIII	525392	528619	+	3228	479	523	374	1333	701	651
YHR155W	VIII	407103	410789	+	3687	880	1355	837	2824	1621	1511
RUF5-1	VIII	212409	213118	+	710	10	35	28	25	26	18
YHR139C	VIII	378219	379199	-	981	61	80	34	215	161	134
YHR032W-A	VIII	175195	175374	+	180	177	218	146	372	186	304
tA(AGC)H	VIII	146242	146314	-	73	6	0	0	1	4	3
YHR210C	VIII	520712	521737	-	1026	234	448	458	891	649	531
YHR072W-A	VIII	241664	241840	+	177	22372	18342	14109	21348	13849	18439
YHR140W	VIII	380572	381291	+	720	394	522	149	1006	838	774
YHR044C	VIII	194068	194808	-	741	366	802	413	1350	1055	693
YHL016C	VIII	72037	74244	-	2208	2245	1405	800	6493	2804	2612
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	1	2	2	3	2	3
YHR202W	VIII	502388	504196	+	1809	720	1671	901	1746	1685	1093
YHR019C	VIII	141894	143558	-	1665	6329	7444	4030	28098	7604	17208
YHL034W-A	VIII	33176	33637	+	462	11	12	14	11	15	13
YHR213W-B	VIII	540800	541099	+	300	2	2	0	2	0	0
YHR104W	VIII	323409	324392	+	984	9118	17430	8757	44510	15824	11309
YHR083W	VIII	272627	273616	+	990	1210	1795	885	4768	1744	2091
YHR165W-A	VIII	436647	436958	+	312	1	0	0	2	1	0
YHL022C	VIII	62961	64157	-	1197	62	106	72	421	252	130
YHR032W	VIII	173344	175089	+	1746	1288	1436	606	3016	1128	1722
YHR008C	VIII	122889	123590	-	702	3136	5187	3793	14884	6793	7063
YHL038C	VIII	23617	25509	-	1893	665	890	651	1649	860	881
YHR071C-A	VIII	238910	239230	-	321	52	44	19	77	47	66
YHR081W	VIII	267538	268092	+	555	1209	1260	1549	3532	1058	1921
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	4
YHL028W	VIII	48763	50580	+	1818	1784	2332	1311	10673	11162	7359
YHR073C-B	VIII	245422	245502	-	81	0	10	0	0	0	0
YHL033C	VIII	35255	36025	-	771	6620	8850	3669	26676	8400	18969
YHR066W	VIII	229335	230696	+	1362	244	358	144	949	145	564
YHR029C	VIII	167677	168561	-	885	1221	1895	1151	8022	5028	4571
YHR178W	VIII	459299	461530	+	2232	965	1432	944	2842	1314	1173
YHR063W-A	VIII	225442	225777	+	336	11	28	27	11	20	8
YHR040W	VIII	187924	189024	+	1101	185	204	81	600	166	409
YHR192W	VIII	486826	487662	+	837	2464	3147	1367	4543	2710	2641
YHR017W	VIII	138694	139851	+	1158	1513	2040	2112	4837	2779	2565
YHR004C	VIII	111754	113094	-	1341	1603	1810	1375	3596	2142	1747
YHL040C	VIII	19088	20971	-	1884	1814	2452	1199	3375	1560	1920
YHR191C	VIII	486230	486631	-	402	776	899	1003	1907	721	871
YHR201C	VIII	499950	501143	-	1194	2300	3406	2786	6571	3515	3254
YHR103W	VIII	320414	322972	+	2559	1390	1695	1315	5088	2240	2643
YHR213W	VIII	539151	539747	+	597	1	0	0	1	0	0
YHR153C	VIII	402086	402682	-	597	510	486	449	447	193	337
YHR082C	VIII	268459	271548	-	3090	3077	3712	2611	11149	3866	4628
YHR069C-A	VIII	234874	235236	-	363	18	8	5	52	40	14
YHR020W	VIII	143996	146062	+	2067	3760	4407	2670	14422	4058	8794
YHR057C	VIII	218226	218843	-	618	1139	1421	672	3158	1841	1422
YHL024W	VIII	56649	58790	+	2142	200	305	303	901	1095	560
YHR128W	VIII	362115	362765	+	651	874	1107	551	3391	1262	2238
tQ(UUG)H	VIII	134321	134392	+	72	110	115	100	48	62	73
YHR047C	VIII	198740	201310	-	2571	1684	2302	2240	5894	2878	3723
YHL026C	VIII	53219	54166	-	948	167	270	92	612	331	321
YHR197W	VIII	493896	496187	+	2292	230	202	224	751	158	574
YHR028C	VIII	164978	167434	-	2457	6155	10292	5447	14115	10248	6703
YHR134W	VIII	371749	372558	+	810	421	708	428	1324	769	869
YHR122W	VIII	353625	354320	+	696	789	1088	965	2739	1222	1748
YHR067W	VIII	230970	231812	+	843	496	692	348	1844	1045	768
YHL037C	VIII	25778	26179	-	402	9	3	9	18	10	2
YHR013C	VIII	130730	131446	-	717	978	1442	967	4015	1469	2240
YHR137W	VIII	375709	377250	+	1542	38	53	67	276	129	110
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	0	0	0
YHR158C	VIII	413685	417179	-	3495	1841	2608	3523	6474	3552	2939
YHR038W	VIII	184066	184758	+	693	425	814	588	2200	1346	1310
YHR042W	VIII	190543	192618	+	2076	3244	4100	1680	7646	3471	3592
YHR028W-A	VIII	167352	167672	+	321	4	28	21	94	131	36
YHL049C	VIII	3726	4541	-	816	10	0	6	22	12	12
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	978	954	509	2494	1411	1410
YHR069C	VIII	233579	234658	-	1080	958	1089	861	2819	827	1603
YHR200W	VIII	499079	499885	+	807	2486	4882	3714	9709	5976	4283
YHR053C	VIII	212535	212720	-	186	25359	42364	31152	39376	40118	13965
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	2	3	0	6	3	4
YHR021W-A	VIII	149225	149680	+	456	22	34	18	65	69	55
YHR114W	VIII	338083	339984	+	1902	731	1177	851	3356	1577	1685
YHR039C	VIII	184875	186809	-	1935	4593	5249	2976	8838	5370	4242
YHL019W-A	VIII	67711	68304	+	594	6	6	16	114	16	50
YHR152W	VIII	401434	401955	+	522	902	1264	1165	4056	2466	1848
YHL046W-A	VIII	9981	10307	+	327	0	1	0	0	1	0
YHL011C	VIII	80654	81616	-	963	1649	1840	1104	3559	1157	2930
YHR129C	VIII	362999	364153	-	1155	361	403	223	893	439	516
YHR199C	VIII	497490	498422	-	933	1175	1725	1142	4603	2344	2451
YHR159W	VIII	417549	419063	+	1515	416	722	529	1667	907	883
YHR193C	VIII	487712	488236	-	525	13630	17326	8332	44831	16515	26983
YHR030C	VIII	168890	170344	-	1455	1940	2607	1346	3888	2215	2039
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	312	288	243	1163	569	535
YHR162W	VIII	423072	423461	+	390	41125	58415	46374	107302	55861	60671
YHR089C	VIII	282681	283298	-	618	1679	1426	826	5270	1281	4067
YHL005C	VIII	98828	99220	-	393	10	21	4	5	22	7
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	113490	109829	73641	133377	84380	97450
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	23	45	33	26	85	11
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	1454	2237	1446	6853	3496	3805
YHR187W	VIII	480990	481919	+	930	507	854	469	1696	683	994
YHR183W	VIII	470960	472429	+	1470	22626	38343	13556	79567	25396	25914
YHR205W	VIII	509363	511837	+	2475	1603	1592	794	3697	1653	2236
YHR139C-A	VIII	380108	380419	-	312	8	17	7	26	14	10
YHR111W	VIII	333072	334394	+	1323	675	1165	787	2623	1123	1567
YHR049W	VIII	206462	207193	+	732	2640	4401	2404	15289	5891	4501
YHR131W-A	VIII	367747	367992	+	246	1	1	0	5	6	0
YHR072W	VIII	239098	241293	+	2196	1313	1606	852	4068	1752	2315
YHR209W	VIII	519437	520312	+	876	801	1103	1027	837	544	337
YHR107C	VIII	326813	328036	-	1224	1701	1978	1187	6499	2068	2982
YHR071W	VIII	237004	237693	+	690	5022	6750	2974	17747	8977	12474
snR71	VIII	411228	411317	+	90	65	62	56	82	87	115
YHR216W	VIII	554396	555967	+	1572	4115	6142	2561	24965	7013	8991
YHL013C	VIII	77430	78353	-	924	451	597	526	1447	486	853
YHR060W	VIII	220725	221270	+	546	4547	6284	9145	10050	5728	4307
YHR143W-A	VIII	387233	387445	+	213	3950	3883	2763	4919	2461	3142
YHR142W	VIII	383538	384488	+	951	1852	2559	1325	5044	2619	2731
YHR058C	VIII	218997	219884	-	888	332	502	320	1274	603	727
YHL008C	VIII	92627	94510	-	1884	1418	1491	1080	4128	1783	1382
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	515	712	622	1664	773	951
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	3766	5747	3068	7266	6548	3336
YHR157W	VIII	412907	413455	+	549	212	250	199	629	287	186
YHR110W	VIII	332282	332920	+	639	2469	3235	1449	4747	2596	2393
YHR023W	VIII	151666	157452	+	5787	1655	2203	2403	6548	2486	2720
YHR062C	VIII	222877	223758	-	882	361	423	227	1050	314	786
YHR219W	VIII	560173	562047	+	1875	12	6	6	98	9	6
YHR136C	VIII	374654	375100	-	447	70	36	73	261	111	126
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	6647	7346	3570	13663	6968	8831
YHR181W	VIII	467228	467914	+	687	3439	4046	1751	5230	3517	2995
YHR214C-B	VIII	543964	549346	-	5383	255	596	248	1362	830	574
YHL009W-B	VIII	85909	91318	+	5410	16	23	22	65	47	16
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	554	555	289	1196	569	610
YIL156W-A	IX	47292	47693	+	402	9	3	10	26	17	11
YIL115W-A	IX	144268	144639	+	372	2	0	2	7	2	2
YIL086C	IX	200153	200461	-	309	20	29	8	30	37	29
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	7242	10178	10374	9276	10117	5792
tT(AGU)I2	IX	325748	325820	+	73	1	0	0	2	0	0
YIL146C	IX	74184	75773	-	1590	379	428	310	996	578	457
YIL010W	IX	334882	335529	+	648	1345	2346	1423	4765	2610	2484
YIL117C	IX	140613	141569	-	957	7912	8962	6262	10539	5208	4985
YIL050W	IX	258913	259770	+	858	793	1021	713	3549	2003	2089
YIL107C	IX	163278	165761	-	2484	1283	1939	1730	4015	2322	1610
YIL150C	IX	61013	62728	-	1716	54	93	87	364	158	193
YIL165C	IX	33718	34077	-	360	541	800	721	2161	1405	1089
YIL045W	IX	271161	272777	+	1617	1892	4466	5502	6843	5109	2985
YIL126W	IX	117992	122071	+	4080	1985	2717	1687	7457	3411	3688
YIL158W	IX	46201	46815	+	615	1750	1752	1274	4705	2101	2089
YIR018W	IX	384609	385346	+	738	309	416	275	1216	519	662
YIR039C	IX	430498	432111	-	1614	174	189	197	569	436	288
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	1198	916	574	4285	1448	2163
YIL161W	IX	39433	40140	+	708	709	1163	1251	2492	1670	1409
tS(UGA)I	IX	248850	248931	+	82	2	2	0	0	0	0
YIL119C	IX	136654	137877	-	1224	3498	4995	5693	13352	28565	13595
YIL016W	IX	321454	321933	+	480	1548	2047	947	3546	1925	2534
YIL144W	IX	78074	80149	+	2076	1121	1497	1131	4183	2082	2475
YIL026C	IX	304477	307929	-	3453	877	1193	931	2522	943	1399
tD(GUC)I1	IX	324303	324374	-	72	41	33	27	14	27	23
YIL163C	IX	36899	37252	-	354	7	7	17	20	37	15
YIL139C	IX	87979	88716	-	738	990	1420	1146	2381	1663	1367
YIL171W	IX	19515	19844	+	330	0	0	0	2	0	0
YIL068C	IX	233057	235474	-	2418	1105	1981	1301	4786	2401	3105
YIL065C	IX	241308	241775	-	468	1507	2452	2137	3097	2127	1714
YIL098C	IX	179772	180239	-	468	594	1032	863	2671	2183	1545
YIL141W	IX	85053	85442	+	390	28	44	18	20	12	17
YIL009W	IX	339344	341428	+	2085	625	866	563	2313	1199	1310
YIR021W-A	IX	398514	398726	+	213	0	8	4	0	0	0
YIR020C-B	IX	397215	397949	-	735	0	0	2	2	1	0
YIL044C	IX	272950	273846	-	897	1168	1831	1018	4004	2002	2092
YIR020W-A	IX	394917	395159	+	243	0	0	5	7	1	1
YIR004W	IX	363221	364519	+	1299	2005	3555	3965	6696	9775	5023
YIL092W	IX	189066	190967	+	1902	263	448	212	828	623	632
tD(GUC)I2	IX	336349	336420	-	72	11	3	6	5	1	12
YIL136W	IX	93619	94800	+	1182	1665	2938	4018	8610	4180	3593
YIR022W	IX	398733	399236	+	504	2681	3010	1318	4986	3217	2849
YIL002W-A	IX	350301	350510	+	210	6537	10412	9563	12663	10199	6165
YIL066W-A	IX	237366	237809	+	444	8	9	8	6	10	2
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	10849	15088	5824	39646	16051	28507
YIL123W	IX	128151	129581	+	1431	9396	11919	5944	14456	8042	7932
